ncit_code,preferred_term,parent_code,parent_name,depth,synonyms,definition
C105166,Alzheimer's Disease Cooperative Study Activities of Daily Living Inventory Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,ADCS-ADL|ADCS-ADL|ADL01,"A standardized questionnaire developed by Galasko et al in 1997 as part of the Alzheimer's disease cooperative study, which is used to measure the performance of activities of daily living by patients diagnosed with Alzheimer's disease. The questionnaire contains 23 items (and a number of sub-items within the 23 main items) with a range of preset answers that are assigned points based on performance."
C106888,Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory Mild Cognitive Impairment Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,ADCS-ADL MCI|ADCS-ADL MCI|ADL03,"A standardized questionnaire developed by Galasko et al in 1997 as part of the Alzheimer's disease cooperative study, which is used to measure the performance of activities of daily living by patients diagnosed with Alzheimer's disease, exhibiting evidence of mild cognitive impairment (MCI). The questionnaire contains 24 items (and a number of sub-items within the 24 main items) with a range of preset answers that are assigned points based on performance."
C106889,Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory Severe Dementia Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,ADCS-ADL SEVERE DEMENTIA|ADCS-ADL Severe Dementia|ADL02,"A standardized questionnaire developed by Galasko et al in 1997 as part of the Alzheimer's disease cooperative study, which is used to measure the performance of activities of daily living by patients diagnosed with advanced stage or severe Alzheimer's disease. The questionnaire contains 19 items (and a number of sub-items within the 19 main items) with a range of preset answers that are assigned points based on performance."
C103515,Alzheimer's Disease Cooperative Study-Clinical Global Impression of Change Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,ACGC01|ADCS-CGIC|ADCS-CGIC,"A standardized rating scale developed by Lon S. Schneider in 1997 to evaluate a clinically relevant change in an individual's Alzheimer's Disease symptoms. This instrument consists of an interview that is given to both the patient and their caregiver by a clinician at a baseline visit and then is repeated at the 2, 6, and 12 month visits. Based on the information gather at the 2, 6, and 12 month visits, the clinician rates the patients change from baseline on a 7 increment scale ranging from 'Marked Improvement' to 'Marked Worsening.'"
C102112,Alzheimer's Disease Neuroimaging Initiative Auditory Verbal Learning Test Functional Test,C222260,Clinical or Research Functional Assessment Tool,2,ADNI-AVLT|AVL01|AVLT,"The Alzheimer's Disease Neuroimaging Initiative's (ADNI) version of the Auditory Verbal Learning Test (AVLT Version A). This version is modified from A. Rey in 1964 and is used to evaluate verbal learning and memory abilities in both children and adults. The test format consists of a list of 15 words that the patient recalls during 5 separate trials. A second list with 15 new words is read and the patient must recall the words in one trial. Immediately following this task, the patient must recall the words from the first list; then recall them again 30 minutes later. The total number of words and intrusions is tallied for each trial."
C113436,American Urological Association Symptom Score,C91105,Clinical or Research Assessment Questionnaire,2,AUA SI|AUA SS|AUA Symptom Score|American Urological Association BPH Symptom Score Index|American Urological Association Symptom Index Score|American Urological Association Symptom Index for Benign Prostatic Hyperplasia,A questionnaire designed to help men determine how bothersome their benign prostatic hyperplasia urinary symptoms are and to determine how effective their treatment is.
C205243,Animal Coding Subtest (WPPSI-IV),C205232,WPPSI-IV Subtest,2,,A processing speed subtest of the Wechsler Preschool and Primary Scale of Intelligence that pairs familiar and appealing animals with basic shapes rather than pairing abstract symbols with basic shapes.
C121276,Anxiety Scale,C217121,Clinical or Research Assessment Scale,2,Anxiety,"A rating scale included in the Behavior Assessment System for Children that measures the tendency of the subject to be nervous, fearful, or worried about real or imagined problems."
C176057,Apgar Score Version 1 Clinical Classification,C118969,Clinical or Research Assessment Classification,2,APGAR SCORE V1|APGAR Score Version 1|APGR01,"A scoring system, developed by Dr. Virginia Apgar in 1952, that is used to evaluate the clinical status of the newborn infant by assigning individual scores ranging from zero to two in the assessment of respiratory effort, reflex irritability, muscle tone, heart rate, and color. The cumulative score is reported at one minute after birth, and at five minute intervals up to 20 minutes after birth for infants with a one minute cumulative score of less than seven."
C205216,Arithmetic Subtest (WAIS-IV),C205215,WAIS-IV Subtest,2,,"A subtest of the Wechsler Adult Intelligence Scale that measures mental manipulation, concentration, attention, short- and long-term memory, numerical reasoning ability, and mental alertness."
C205260,Arithmetic Subtest (WISC-V),C205256,WISC-V Subtest,2,,A verbal task subtest of the Wechsler Intelligence Scale for Children that measures immediate memory and focus during a task that requires the ability to perform mathematical calculations.
C125757,Arizona Sexual Experiences Scale-Female Version Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,ASEX-FEMALE|ASEX-Female Version|ASEX01,"A standardized rating scale developed by McGahuey et al in 2000, which is used to measure sexual dysfunction. The female version of the instrument contains 5 items and quantifies sex drive, arousal, vaginal lubrication, ability to reach orgasm, and satisfaction from orgasm."
C125758,Arizona Sexual Experiences Scale-Male Version Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,ASEX-MALE|ASEX-Male Version|ASEX02,"A standardized rating scale developed by McGahuey et al in 2000, which is used to measure sexual dysfunction. The male version of the instrument contains 5 items and quantifies sex drive, arousal, penile erection, ability to reach orgasm, and satisfaction from orgasm."
C90496,Arm Recoil Test,C222260,Clinical or Research Functional Assessment Tool,2,Arm Recoil|Arm Recoil Measurement,A test commonly administered to assess the physiologic response to extending the arms as straight as possible alongside the body when lying down.
C148197,Arm and Breast Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,Arm and Breast,"A questionnaire developed by the Canadian Cancer Trials Group, Queens University, using questions from other validated questionnaires, for use in-house."
C85392,Assessment of Motor and Process Skills,C222260,Clinical or Research Functional Assessment Tool,2,AMPS,"An observational assessment that is used to measure the quality of a person's activities of daily living (ADL). The quality of the person's ADL performance is assessed by rating the effort, efficiency, safety, and independence of 16 ADL motor and 20 ADL process skill items."
C103247,Assessment of Survivor Concerns,C91105,Clinical or Research Assessment Questionnaire,2,ASC|ASC,A brief questionnaire designed to measure fears about recurrence and health in cancer survivors.
C122370,Asthma Control Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,ACQ|ACQ|ACQ01,"A standardized rating scale developed by Juniper et al in 1999, which is used to assess both the adequacy of and change in asthma control. This questionnaire contains 7 items using a 7-point scale."
C123658,Asthma Control Test Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,ACT|ACT|ACT01,"A standardized rating scale developed by Nathan et al in 2004, which is used to identify patients with poorly controlled asthma. This questionnaire contains 5 items."
C163811,Asthma Daytime Symptom Diary V1.0 Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,ADSD V1.0|ADSD Version 1.0|ADSD01,"A six-item self-administered questionnaire, developed by Gater et al. in 2016, that utilizes a ten-point rating scale to assess a patient's experience with core asthma symptoms during the preceding day, including difficulty breathing, wheezing, shortness of breath, chest tightness, chest pain, and cough."
C163812,Asthma Nighttime Symptom Diary V1.0 Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,ANSD V1.0|ANSD Version 1.0|ANSD01,"A six-item self-administered questionnaire, developed by Gater et al. in 2016, that utilizes a ten-point rating scale to assess a patient's experience with core asthma symptoms during the preceding night, including difficulty breathing, wheezing, shortness of breath, chest tightness, chest pain, and cough."
